BreweryID,BreweryName,Type,ReviewLink,ProxyLink,Map,StreetAddress,City,State,Zip,Country,PhoneNum,Website,Rating,ImageCount
20287,Bolo Beer Co,Brewery,https://beermapping.com/location/20287,http://beermapping.com/maps/proxymaps.php?locid=20287&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=20287&amp;d=1&amp;type=norm,420 East 1st St,Valentine,NE,69201,United States,,facebook.com/BoloBeerCo,0,0
20835,Bootleg Brewers,Brewpub,https://beermapping.com/location/20835,http://beermapping.com/maps/proxymaps.php?locid=20835&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=20835&amp;d=1&amp;type=norm,45145 829th Rd,Taylor,NE,68879,United States,308-942-3440,bootlegbrewers.com,0,0
21191,Bootleg Brewers / Sandhills Brewing Company,Brewpub,https://beermapping.com/location/21191,http://beermapping.com/maps/proxymaps.php?locid=21191&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=21191&amp;d=1&amp;type=norm,45145 829th Rd,Taylor,NE,68879,United States,308-942-3440,bootlegbrewers.com,0,0
20099,Bottle Rocket Brewing Company,Brewery,https://beermapping.com/location/20099,http://beermapping.com/maps/proxymaps.php?locid=20099&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=20099&amp;d=1&amp;type=norm,230 S. 5th Street,Seward,NE,68434,United States,,bottlerocketbrewing.com,0,0
11763,Brass Monkey Sports Bar,Beer Bar,https://beermapping.com/location/11763,http://beermapping.com/maps/proxymaps.php?locid=11763&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=11763&amp;d=1&amp;type=norm,5611 South 36th Street,Omaha,NE,68107,United States,(402) 991-4920‎,brassmonkey.synthasite.com,0,0
18888,Brickway Brewery and Distillery,Brewery,https://beermapping.com/location/18888,http://beermapping.com/maps/proxymaps.php?locid=18888&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=18888&amp;d=1&amp;type=norm,1116 Jackson Street,Omaha,NE,68102,United States,(402) 933-2613,http://www.drinkbrickway.com/,93.3334,1
19643,Broken Arrow Cellars and Brewery,Brewery,https://beermapping.com/location/19643,http://beermapping.com/maps/proxymaps.php?locid=19643&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=19643&amp;d=1&amp;type=norm,73892 332nd ave,Imperial,NE,69033,United States,﻿308-882-7772,facebook.com/pages/Broken-Arrow-Cellars/793194924061163?rf=335647383285349,0,0
20832,Brush Creek Brewing Company,Brewpub,https://beermapping.com/location/20832,http://beermapping.com/maps/proxymaps.php?locid=20832&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=20832&amp;d=1&amp;type=norm,102 N. Main Street,Atkinson,NE,68713,United States,,facebook.com/BrushCreekBrewingCompany/,0,0
18786,Cafe Lobbes,Beer Bar,https://beermapping.com/location/18786,http://beermapping.com/maps/proxymaps.php?locid=18786&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=18786&amp;d=1&amp;type=norm,Hof 10a,Amersfoort,NE,3811 CJ,Netherlands,033 4610637,cafe-lobbes.nl,0,0
287,Chicken Coop Sports Bar and Grill,Beer Bar,https://beermapping.com/location/287,http://beermapping.com/maps/proxymaps.php?locid=287&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=287&amp;d=1&amp;type=norm,120 East Third Street,Grand Island,NE,68801,United States,(308) 398-2500,,0,0
21721,Code Beer Company,Brewpub,https://beermapping.com/location/21721,http://beermapping.com/maps/proxymaps.php?locid=21721&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=21721&amp;d=1&amp;type=norm,200 S Antelope Valley Pkwy,Lincoln,NE,68508,United States,(402) 318-5888,http://www.codebeer.co/,0,0
22356,Cosmic Eye Brewing Company,Brewery,https://beermapping.com/location/22356,http://beermapping.com/maps/proxymaps.php?locid=22356&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=22356&amp;d=1&amp;type=norm,6800 P St #300,Lincoln,NE,68505,United States,531-500-2739,https://www.cosmiceye.beer/,0,0
17039,Crescent Moon,Beer Bar,https://beermapping.com/location/17039,http://beermapping.com/maps/proxymaps.php?locid=17039&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=17039&amp;d=1&amp;type=norm,3578 Farnam Street,Omaha,NE,68131,United States,402-345-1708,beercornerusa.com/crescentmoon,0,0
21217,Cunningham's Pub and Grill,Beer Bar,https://beermapping.com/location/21217,http://beermapping.com/maps/proxymaps.php?locid=21217&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=21217&amp;d=1&amp;type=norm,10904 W Dodge Rd,Omaha,NE,68154,United States,402-934-4385,https://www.cunninghamspubandgrill.com/,0,0
5571,Dario's Brasserie,Beer Bar,https://beermapping.com/location/5571,http://beermapping.com/maps/proxymaps.php?locid=5571&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=5571&amp;d=1&amp;type=norm,4920 Underwood Avenue,Omaha,NE,68132,United States,402-933-0799,dariosbrasserie.com,0,0
21213,Dudley's Pizza and Tavern,Beer Bar,https://beermapping.com/location/21213,http://beermapping.com/maps/proxymaps.php?locid=21213&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=21213&amp;d=1&amp;type=norm,2110 S 67th St,Omaha,NE,68106,United States,402-933-7511,http://www.dudleysomaha.com/,0,0
5572,Dundee Dell,Beer Bar,https://beermapping.com/location/5572,http://beermapping.com/maps/proxymaps.php?locid=5572&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=5572&amp;d=1&amp;type=norm,5007 Underwood Ave,Omaha,NE,68132,United States,402-553-9501,dundeedell.com,0,0
417,Empyrean Ales - Lazlos,Brewpub,https://beermapping.com/location/417,http://beermapping.com/maps/proxymaps.php?locid=417&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=417&amp;d=1&amp;type=norm,729 Q St.,Lincoln,NE,68508,United States,(402) 434-5959,telesis-inc.com/empyrean/,0,6
20101,Fairfield Opera House Brewery and Grill,Brewpub,https://beermapping.com/location/20101,http://beermapping.com/maps/proxymaps.php?locid=20101&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=20101&amp;d=1&amp;type=norm,415 North D Street,Fairfield,NE,68938,United States,402-726-2447,fairfieldoperahouse.com,0,0
19001,Farnam House Brewing Company,Brewpub,https://beermapping.com/location/19001,http://beermapping.com/maps/proxymaps.php?locid=19001&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=19001&amp;d=1&amp;type=norm,3558 Farnam Street,Omaha,NE,68131,United States,,farnamhousebrewing.com,0,0
15924,Fermenter's Supply and Equipment,Homebrew,https://beermapping.com/location/15924,http://beermapping.com/maps/proxymaps.php?locid=15924&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=15924&amp;d=1&amp;type=norm,8410 K Plaza Suite # 10,Omaha,NE,68127,United States,(402) 593-9171,fermenterssupply.com,0,0
6413,Fireworks Restaurant (Empyrean Ales),Brewpub,https://beermapping.com/location/6413,http://beermapping.com/maps/proxymaps.php?locid=6413&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=6413&amp;d=1&amp;type=norm,5750 South 86th Drive,Lincoln,NE,68526,United States,(402)434-5644,telesis-inc.com/fireworks,0,0
20801,First Street Brewing Company,Brewery,https://beermapping.com/location/20801,http://beermapping.com/maps/proxymaps.php?locid=20801&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=20801&amp;d=1&amp;type=norm,119 N St Joseph Ave,Hastings,NE,68901,United States,,firststreetbrewing.com,0,0
22330,Flyover Brewing Company,Brewpub,https://beermapping.com/location/22330,http://beermapping.com/maps/proxymaps.php?locid=22330&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=22330&amp;d=1&amp;type=norm,1824 Broadway,Scottsbluff,NE,69361,United States,,www.flyoverbrewingcompany.com,0,0
519,Gottberg Brewpub,Brewpub,https://beermapping.com/location/519,http://beermapping.com/maps/proxymaps.php?locid=519&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=519&amp;d=1&amp;type=norm,2804 13th Street,Columbus,NE,68601,United States,(402) 562-6488,dustersrestaurant.com/,0,0
530,Granite City Food and Brewery - Lincoln,Brewpub,https://beermapping.com/location/530,http://beermapping.com/maps/proxymaps.php?locid=530&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=530&amp;d=1&amp;type=norm,6150 O Street,Lincoln,NE,68505,United States,(402) 466-1900,gcfb.net/,0,0
3740,Granite City Food and Brewery - Omaha,Brewpub,https://beermapping.com/location/3740,http://beermapping.com/maps/proxymaps.php?locid=3740&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=3740&amp;d=1&amp;type=norm,1001 N. 102nd St.,Omaha,NE,68114,United States,402-393-5000,gcfb.net/,0,0
21202,Growler USA,Beer Bar,https://beermapping.com/location/21202,http://beermapping.com/maps/proxymaps.php?locid=21202&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=21202&amp;d=1&amp;type=norm,3620 N 163rd Plaza,Omaha,NE,68116,United States,,https://growlerusa.com/craft-beer-pubs/ne-omaha-maple-creek/,0,0
15830,Homy Inn,Beer Bar,https://beermapping.com/location/15830,http://beermapping.com/maps/proxymaps.php?locid=15830&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=15830&amp;d=1&amp;type=norm,1510 North Saddle Creek Road,Omaha,NE,68104,United States,(402) 554-5815,,0,0
20880,HopCat - Lincoln,Beer Bar,https://beermapping.com/location/20880,http://beermapping.com/maps/proxymaps.php?locid=20880&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=20880&amp;d=1&amp;type=norm,601 P Street,Lincoln,NE,68508,United States,(402) 971-0700,hopcat.com/lincoln,0,0
21212,HyVee,Beer Store,https://beermapping.com/location/21212,http://beermapping.com/maps/proxymaps.php?locid=21212&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=21212&amp;d=1&amp;type=norm,14591 Stony Brook Blvd,Omaha,NE,68137,United States,402-697-0811,https://www.hy-vee.com/stores/detail.aspx?s=118,0,0
18081,Infusion Brewing Company,Brewery,https://beermapping.com/location/18081,http://beermapping.com/maps/proxymaps.php?locid=18081&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=18081&amp;d=1&amp;type=norm,6115 Maple Street,Omaha,NE,68104,United States,(402) 916-9998,infusionbrewing.com,0,0
20515,Infusion Brewing Company,Brewery,https://beermapping.com/location/20515,http://beermapping.com/maps/proxymaps.php?locid=20515&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=20515&amp;d=1&amp;type=norm,6271 South 118th Street,Omaha,NE,68137,United States,402-934-2064,infusionbrewing.com,0,0
685,Jaipur Restaurant and Brewpub,Brewpub,https://beermapping.com/location/685,http://beermapping.com/maps/proxymaps.php?locid=685&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=685&amp;d=1&amp;type=norm,10922 Elm St.,Omaha,NE,68144,United States,(402) 392-7331 ,,71.66645,0
15336,Jake's Cigars and Spirits - Lincoln,Beer Bar,https://beermapping.com/location/15336,http://beermapping.com/maps/proxymaps.php?locid=15336&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=15336&amp;d=1&amp;type=norm,101 North 14th St.,Lincoln,NE,68508,United States,(402) 261-5944,jakescigars.com,0,0
11764,Jake's Cigars and Spirits - Omaha,Beer Bar,https://beermapping.com/location/11764,http://beermapping.com/maps/proxymaps.php?locid=11764&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=11764&amp;d=1&amp;type=norm,6206 Maple Street,Omaha,NE,68104,United States,(402) 934-9633,jakescigars.com,0,0
15833,Jakes Cigars and Spirits,Beer Store,https://beermapping.com/location/15833,http://beermapping.com/maps/proxymaps.php?locid=15833&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=15833&amp;d=1&amp;type=norm,6206 Maple Street,Omaha,NE,68104,United States,(402) 934-9633,jakescigars.com,0,0
21775,Johnnie Byrd Brewing Company,Brewpub,https://beermapping.com/location/21775,http://beermapping.com/maps/proxymaps.php?locid=21775&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=21775&amp;d=1&amp;type=norm,121 N Pearl St,Wayne,NE,68787,United States,402-833-1522,http://www.johnniebyrd.beer/,0,0
19390,Kinkaider Brewing Company,Brewery,https://beermapping.com/location/19390,http://beermapping.com/maps/proxymaps.php?locid=19390&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=19390&amp;d=1&amp;type=norm,43860 Paulsen Road,Broken Bow,NE,68822,United States,308-872-8348,kinkaiderbrewing.com,0,0
15831,Krug Park,Beer Bar,https://beermapping.com/location/15831,http://beermapping.com/maps/proxymaps.php?locid=15831&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=15831&amp;d=1&amp;type=norm,6205 Maple Street,Omaha,NE,68104,United States,(402) 933-6866,krugpark.com,0,0
17041,Lazlo's Brewery and Grill - Historic Haymarket,Beer Bar,https://beermapping.com/location/17041,http://beermapping.com/maps/proxymaps.php?locid=17041&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=17041&amp;d=1&amp;type=norm,210 N 7th St,Lincoln,NE,68508,United States,402-434-5636,lazlosbreweryandgrill.com,0,0
3741,Lazlo's Brewery and Grill - Omaha,Beer Bar,https://beermapping.com/location/3741,http://beermapping.com/maps/proxymaps.php?locid=3741&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=3741&amp;d=1&amp;type=norm,2425 S 192nd Ave.,Omaha,NE,68130,United States,,telesis-inc.com/,0,0
17040,Lazlo's Brewery and Grill - South Lincoln,Beer Bar,https://beermapping.com/location/17040,http://beermapping.com/maps/proxymaps.php?locid=17040&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=17040&amp;d=1&amp;type=norm,5900 Old Cheney Rd,Lincoln,NE,68516,United States,402-323-8500,lazlosbreweryandgrill.com,0,0
20080,Lazy Horse Vineyard and Brewery,Brewpub,https://beermapping.com/location/20080,http://beermapping.com/maps/proxymaps.php?locid=20080&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=20080&amp;d=1&amp;type=norm,211 Road 20,Ohiowa,NE,68416,United States,402-295-2550,lazyhorsebrewing.com,0,0
11765,"Library Pub, The",Beer Bar,https://beermapping.com/location/11765,http://beermapping.com/maps/proxymaps.php?locid=11765&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=11765&amp;d=1&amp;type=norm,5142 North 90th Street,Omaha,NE,68134,United States,(402) 571-6262,librarypubomaha.com,0,0
21198,Local Beer Patio and Kitchen,Beer Bar,https://beermapping.com/location/21198,http://beermapping.com/maps/proxymaps.php?locid=21198&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=21198&amp;d=1&amp;type=norm,902 Dodge St,Omaha,NE,68102,United States,402-315-4301,www.localbeer.co,0,0
21199,Local Beer Patio and Kitchen,Beer Bar,https://beermapping.com/location/21199,http://beermapping.com/maps/proxymaps.php?locid=21199&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=21199&amp;d=1&amp;type=norm,4909 S 135th St Suite #113,Omaha,NE,68137,United States,,www.localbeer.co,0,0
21200,Local Beer Patio and Kitchen,Beer Bar,https://beermapping.com/location/21200,http://beermapping.com/maps/proxymaps.php?locid=21200&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=21200&amp;d=1&amp;type=norm,21351 Nebraska Crossing Dr,Gretna,NE,68028,United States,402-332-0088,www.localbeer.co,0,0
14327,Loop Brewing,Brewpub,https://beermapping.com/location/14327,http://beermapping.com/maps/proxymaps.php?locid=14327&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=14327&amp;d=1&amp;type=norm,404 West A Street,McCook,NE,69001,United States,308-737-9921,loopbrewingcompany.com,0,1
21777,Lost Way Brewery,Brewpub,https://beermapping.com/location/21777,http://beermapping.com/maps/proxymaps.php?locid=21777&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=21777&amp;d=1&amp;type=norm,614 3rd Ave,Holdrege,NE,68949,United States,308-995-0503,http://lostwaybrewery.com/,0,0
16660,Lot 2 Restaurant and Wine Bar,Beer Bar,https://beermapping.com/location/16660,http://beermapping.com/maps/proxymaps.php?locid=16660&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=16660&amp;d=1&amp;type=norm,6207 Maple Street,Omaha,NE,68104,United States,(402) 504-4200,lot2benson.com,0,0
10511,Lucky Bucket Brewing Co,Brewery,https://beermapping.com/location/10511,http://beermapping.com/maps/proxymaps.php?locid=10511&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=10511&amp;d=1&amp;type=norm,"11941 Centennial Road, Ste 1",La Vista,NE,68128,United States,(402) 763-8868,luckybucketbrewing.com,100,0
862,Misty's Steakhouse And Brewery,Brewpub,https://beermapping.com/location/862,http://beermapping.com/maps/proxymaps.php?locid=862&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=862&amp;d=1&amp;type=norm,200 North 11th Street,Lincoln,NE,68508,United States,(402) 476-7766 ,,0,0
7136,Nebraska Brewing Company,Brewpub,https://beermapping.com/location/7136,http://beermapping.com/maps/proxymaps.php?locid=7136&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=7136&amp;d=1&amp;type=norm,7474 Towne Center Pkwy. Suite 101,Papillion,NE,68046,United States,(402) 934-7100,nebraskabrewingco.com,91.666675,8
18889,Nebraska Brewing Company,Brewery,https://beermapping.com/location/18889,http://beermapping.com/maps/proxymaps.php?locid=18889&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=18889&amp;d=1&amp;type=norm,6950 S 108th St,La Vista,NE,68128,United States,,nebraskabrewingco.com,0,0
21192,Old Chicago,Beer Bar,https://beermapping.com/location/21192,http://beermapping.com/maps/proxymaps.php?locid=21192&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=21192&amp;d=1&amp;type=norm,115 2nd Ave,Kearney,NE,68847,United States,308-234-4531,https://oldchicago.com/locations/kearney,0,0
13489,Old Chicago - Eagle Run,Beer Bar,https://beermapping.com/location/13489,http://beermapping.com/maps/proxymaps.php?locid=13489&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=13489&amp;d=1&amp;type=norm,13110 Birch Drive,Omaha,NE,68164,United States,(402) 445-9393,oldchicago.com/omaha-eagle-run,0,0
6418,Old Chicago - Lincoln,Beer Bar,https://beermapping.com/location/6418,http://beermapping.com/maps/proxymaps.php?locid=6418&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=6418&amp;d=1&amp;type=norm,826 P Street,Lincoln,NE,68508,United States,(402) 477-2277,oldchicago.com,0,1
15840,Old Chicago - Omaha Cass,Beer Bar,https://beermapping.com/location/15840,http://beermapping.com/maps/proxymaps.php?locid=15840&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=15840&amp;d=1&amp;type=norm,425 North 78th Street,Omaha,NE,68114,United States,(402) 384-8355,oldchicago.com/omaha-cass,0,0
15839,Old Chicago - Omaha Downtown,Beer Bar,https://beermapping.com/location/15839,http://beermapping.com/maps/proxymaps.php?locid=15839&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=15839&amp;d=1&amp;type=norm,1111 Harney Street,Omaha,NE,68102,United States,(402) 341-0900,oldchicago.com/omaha-downtown,0,0
15842,Old Chicago - Omaha Oakview,Beer Bar,https://beermapping.com/location/15842,http://beermapping.com/maps/proxymaps.php?locid=15842&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=15842&amp;d=1&amp;type=norm,2643 S 144th,Omaha,NE,68144,United States,(402) 330-9001,oldchicago.com/omaha-oakview,0,0
15843,Old Chicago - Papillion,Beer Bar,https://beermapping.com/location/15843,http://beermapping.com/maps/proxymaps.php?locid=15843&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=15843&amp;d=1&amp;type=norm,7506 Olson Drive ,Papillion,NE,68046,United States,(402) 592-2739,oldchicago.com/papillion,0,0
17754,Omaha Tap House,Beer Bar,https://beermapping.com/location/17754,http://beermapping.com/maps/proxymaps.php?locid=17754&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=17754&amp;d=1&amp;type=norm,1403 Farnam St. #136,Omaha,NE,68102,United States,(402) 932-5131,omahataphouse.com,0,0
21196,Pageturner's Lounge,Beer Bar,https://beermapping.com/location/21196,http://beermapping.com/maps/proxymaps.php?locid=21196&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=21196&amp;d=1&amp;type=norm,5004 Dodge St,Omaha,NE,68132,United States,,,0,0
21316,Pals Brewing Company,Brewpub,https://beermapping.com/location/21316,http://beermapping.com/maps/proxymaps.php?locid=21316&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=21316&amp;d=1&amp;type=norm,4520 S. Buffalo Bill Ave,North Platte,NE,69101,United States,308-221-6715,palsbrewingcompany.com,0,0
21203,Patriot Homebrew Supply,Homebrew,https://beermapping.com/location/21203,http://beermapping.com/maps/proxymaps.php?locid=21203&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=21203&amp;d=1&amp;type=norm,2929 N 204th St Ste. 107,Omaha,NE,68022,United States,402-991-6655,http://www.patriothomebrewsupply.com/,0,0
1012,Platte Valley Brewery,Brewpub,https://beermapping.com/location/1012,http://beermapping.com/maps/proxymaps.php?locid=1012&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=1012&amp;d=1&amp;type=norm,14 E. Railroad,Kearney,NE,68847,United States,(308) 237-0751,http://www.theplattevalley.com/,0,0
20833,Prairie Pride Brewing Company,Brewery,https://beermapping.com/location/20833,http://beermapping.com/maps/proxymaps.php?locid=20833&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=20833&amp;d=1&amp;type=norm,115 E. South Front Street,Grand Island,NE,68801,United States,308-850-5375,prairiepridebrewery.com,0,0
3113,Schilling Bridge Winery and Microbrewery,Brewery,https://beermapping.com/location/3113,http://beermapping.com/maps/proxymaps.php?locid=3113&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=3113&amp;d=1&amp;type=norm,710th Road,Pawnee City,NE,68420,United States,402-852-2400,schillingbridgewinery.com,71.66665,5
15203,Scratchtown Brewing Company,Brewery,https://beermapping.com/location/15203,http://beermapping.com/maps/proxymaps.php?locid=15203&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=15203&amp;d=1&amp;type=norm,141 S 16th St,Ord,NE,68862,United States,(308) 730-2376,facebook.com/scratchtownbrewing?sk=wall,0,0
19366,Scriptown Brewing,Brewery,https://beermapping.com/location/19366,http://beermapping.com/maps/proxymaps.php?locid=19366&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=19366&amp;d=1&amp;type=norm,3922 Farnam Street,Omaha,NE,68131,United States,402-991-0506,scriptownbrewing.com,0,0
14325,Soaring Wings,Brewery,https://beermapping.com/location/14325,http://beermapping.com/maps/proxymaps.php?locid=14325&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=14325&amp;d=1&amp;type=norm,17111 So. 138th street,Springfield,NE,68059,United States,(402) 253-2479,soaringwingswine.com,0,0
1255,Spilker Ales,Brewery,https://beermapping.com/location/1255,http://beermapping.com/maps/proxymaps.php?locid=1255&amp;d=5,http://beermapping.com/maps/blogproxy.php?locid=1255&amp;d=1&amp;type=norm,300 West 4th Street,Cortland,NE,68331,United States,(402) 798-7445,spilkerales.com/,0,2
